"name";"datasets";"reuses";"total"
"loisrs";1;0;1
"parking-couvert";1;0;1
"prostestant";1;0;1
"qp";1;0;1
"restreinte";1;0;1
"sapeurs-pompiers";1;0;1
"socail";1;0;1
"solea";1;0;1
"spaeurs-pompiers";1;0;1
"ligne-bus";1;0;1
"lignes-urbaines";1;0;1
"communaute-urbaine-cresusot-montceau";1;0;1
"le-creusot";1;0;1
"rabais";1;0;1
"reduction-prix";1;0;1
"remise";1;0;1
"ristourne";1;0;1
"taux-reduction";1;0;1
"usine";1;0;1
"allocation-detude";1;0;1
"cabinet-de-consultation";1;0;1
"capitainerie";1;0;1
"concentration-de-polluants";1;0;1
"consommation-deau";1;0;1
"contribuables";1;0;1
"courbe-de-charge";1;0;1
"courriel";1;0;1
"dms";1;0;1
"dolmen";1;0;1
"etablissement-administratif";1;0;1
"grange";1;0;1
"habitation-troglodytique";1;0;1
"lieu-dit-habite";1;0;1
"lieu-dit-non-habite";1;0;1
"m2-5";1;0;1
"mail";1;0;1
"refuge";1;0;1
"relation-ecole-vie-professionnelle";1;0;1
"rodp";1;0;1
"ruine";1;0;1
"syndicat-dinitiative";1;0;1
"tombeau";1;0;1
"transport-aerien-et-spatial";1;0;1
"xylella";1;0;1
"reqgi";1;0;1
"maison-darret";1;0;1
"laboratoire-danalyse";0;1;1
"lbm";0;1;1
"residence-appartement";1;0;1
"residence-service";1;0;1
"depassements";1;0;1
"druelle-balsac";1;0;1
"le-monastere";1;0;1
"luc-la-primaube";1;0;1
"olemps";1;0;1
"onet-le-chateau";1;0;1
"rubanbleu";1;0;1
"sainte-radegonde";1;0;1
"sebazac-concoures";1;0;1
"pays-compiegnois";1;0;1
"esc";1;0;1
"aromatiques";1;0;1
"huiles-essentielles";1;0;1
"lavande";1;0;1
"lavandin";1;0;1
"medicinales";1;0;1
"plantes-a-parfums";1;0;1
"ppam";1;0;1
"isolat";1;0;1
"renov";1;0;1
"thermo";1;0;1
"enseignement-maritime";1;0;1
"stcw95";1;0;1
"titres-de-qualification";1;0;1
"dul";1;0;1
"lettre-dinformation-regionale";1;0;1
"paz";1;0;1
"formations-maritimes";1;0;1
"gens-de-mer";1;0;1
"agence-de-l-eau";1;0;1
"agende-de-l-eau";1;0;1
"aerogenerateur";1;0;1
"mortagne";1;0;1
"srcae";1;0;1
"harpagophytum";0;1;1
"violences";1;0;1
"aubenas";1;0;1
"fons";1;0;1
"labegude";1;0;1
"lachapelle-sous-aubenas";1;0;1
"lavilledieu";1;0;1
"saint-didier-sous-aubenas";1;0;1
"saint-etienne-de-fontbellon";1;0;1
"saint-privat";1;0;1
"toutenbus";1;0;1
"ucel";1;0;1
"vals-les-bains";1;0;1
"vesseaux";1;0;1
"ressource-humaine";1;0;1
"service-exploitant";1;0;1
"alimentation-infantile";1;0;1
"reseau-wiiiz";1;0;1
"le-figaro";0;1;1
"fig-data";0;1;1
"sgsdn";1;0;1
"zipva";1;0;1
"googlemaps";0;1;1
"superchargers";0;1;1
"familles-monoparentales";1;0;1
"ut";1;0;1
"materiel-sport";0;1;1
"montre-gps-de-sport-store";0;1;1
"montre-gps-multisport-store";0;1;1
"france-strategie";0;1;1
"vendome";1;0;1
"troyes-champagne-metropole";1;0;1
"proximiti";1;0;1
"valleedelarve";1;0;1
"acso";1;0;1
"bauvais";1;0;1
"beauvaisis";1;0;1
"crepy-en-valois";1;0;1
"sablons";1;0;1
"senlis";1;0;1
"sitcac";1;0;1
"tus";1;0;1
"stage-recuperation-point";0;1;1
"la-tour";1;0;1
"braderies";1;0;1
"weppes";1;0;1
"tweets";1;0;1
"cuisine-centrale";1;0;1
"ddt-09";1;0;1
"ddt-12";1;0;1
"ddt-31";1;0;1
"ddt-32";1;0;1
"ddt-65";1;0;1
"ddt-82";1;0;1
"ddtm-30";1;0;1
"eau-souterraines-nappes-d-eau";1;0;1
"transport-caen";1;0;1
"twisto";1;0;1
"adduction-deau-potable-aep";1;0;1
"aep-syndicat-gestion-deau";1;0;1
"agneau-daveyron";1;0;1
"aires-daccueil";1;0;1
"aires-dalimentation-des-captages";1;0;1
"bande-dutilite-publique";1;0;1
"bassin-depuration";1;0;1
"centre-dexamen";1;0;1
"citergie";1;0;1
"contrat-dagriculture-durabl";1;0;1
"contrat-local-dinitiative-climat";1;0;1
"distirbution-denergie";1;0;1
"documents-durnanisme";1;0;1
"eau-souterraines-nappes-deau";1;0;1
"effluents-delevage";1;0;1
"etat-davancement-des-procedures";1;0;1
"gestion-cours-deau";1;0;1
"interdiction-dacces";1;0;1
"legislation-de-lenvironnement";1;0;1
"lile-dyeu-85113";1;0;1
"office-de-leau";1;0;1
"operations-dinteret";1;0;1
"operations-dinteret-general";1;0;1
"parc-dactivite";1;0;1
"plan-dalignement";1;0;1
"plan-damenagement";1;0;1
"plan-dexposition-bruit";1;0;1
"plans-daction-territorial";1;0;1
"plu-plan-local-durbanisme";1;0;1
"police-de-leau";1;0;1
"politique-de-lespace";1;0;1
"pos-plan-doccupation-des-sols";1;0;1
"procedure-durbanisme";1;0;1
"programme-dactions-de-prevention";1;0;1
"programmes-locaux-de-lhabitat";1;0;1
"protection-des-niveaux-deau";1;0;1
"qualite-pollution-de-leau";1;0;1
"reseaux-transport-denergie";1;0;1
"risque-sur-la-qualite-de-leau";1;0;1
"risques-important-dinondation";1;0;1
"saint-barthelemy-danjou-49267";1;0;1
"saint-chely-dapcher";1;0;1
"saint-julien-darpaon";1;0;1
"sol-sature-engorge-deau";1;0;1
"source-denergie";1;0;1
"zone-de-captage-deau-potable";1;0;1
"zone-protegee-de-captage-deau";1;0;1
"zones-deffets";1;0;1
"agence-de-leau";1;0;1
"agence-durbanisme";1;0;1
"agende-de-leau";1;0;1
"bassin-dhabitat";1;0;1
"captage-deau-potable";1;0;1
"champ-depandage";1;0;1
"chateau-deau";1;0;1
"cours-deau-conditionnalite";1;0;1
"droit-dacces";1;0;1
"ouvrage-de-retenue-deau";1;0;1
"plan-local-durbanisme-plu-pos";1;0;1
"plans-particuliers-dintervention";1;0;1
"pointe-de-penmarch";1;0;1
"pret-locatif-aide-dintegration";1;0;1
"programmes-dinteret-general";1;0;1
"protection-de-leau";1;0;1
"reseau-dadduction-deau-potable";1;0;1
"reservoir-deau";1;0;1
"risque-dinondation";1;0;1
"schema-directeur-damenagement";1;0;1
"site-de-production-denergie";1;0;1
"site-demission";1;0;1
"strategie-dagglomeration";1;0;1
"traitement-de-leau-potable";1;0;1
"transport-deau";1;0;1
"zone-dativite";1;0;1
"zone-denvironnement-protege";1;0;1
"zones-dactivites-economiques";1;0;1
"cah";1;0;1
"communaute-dagglomeration-de-haguenau";1;0;1
"ritmo";1;0;1
"fme";0;1;1
"dechets-industriels";1;0;1
"eaux-potables";1;0;1
"medicaux-et-paramedicaux";1;0;1
"brumath";1;0;1
"schweighouse-sur-moder";1;0;1
"sant";0;1;1
"2100-pprl-sevre-niortaise";1;0;1
"agro-environnementale";1;0;1
"alea-submersion-par-debordement";1;0;1
"aleas-ppri-lay-aval";1;0;1
"bdalti";1;0;1
"canaux-riviere";1;0;1
"carte-de-bruit";1;0;1
"cizi";1;0;1
"donnees-non-diffusables";1;0;1
"enquete-global-transport";1;0;1
"etiquettes";1;0;1
"falaises";1;0;1
"gazoducs";1;0;1
"geoide-carto";1;0;1
"glissements-de-terrains";1;0;1
"informations-annexes";1;0;1
"intercomunalitees";1;0;1
"marchabilite";1;0;1
"mer-littoral-chasse-maritime";1;0;1
"n-assiette-servitude";1;0;1
"panneaux-routiers";1;0;1
"plan-communal-de-sauvegarde";1;0;1
"plinification";1;0;1
"pm-1-bis";1;0;1
"pprf";1;0;1
"protection-crue";1;0;1
"ressources-nuisances";1;0;1
"retention-crue";1;0;1
"rgealti";1;0;1
"rhone-gaz";1;0;1
"servitude-assiette";1;0;1
"zonage-aveyron";1;0;1
"zones-agricoles-protegees";1;0;1
"afa";1;0;1
"appietto";1;0;1
"cephalopodes";1;0;1
"conservation-des-oiseaux";1;0;1
"estran";1;0;1
"gabions";1;0;1
"giessen";1;0;1
"lnc";1;0;1
"pdpfci";1;0;1
"terrain-daccueil";1;0;1
"zone-daptitude";1;0;1
"zone-reg-ppri";1;0;1
"cud";1;0;1
"dk-bus";1;0;1
"dkbus";1;0;1
"1975";1;0;1
"94-tonnes";1;0;1
"generateurs";1;0;1
"gers-amont";1;0;1
"gestion-foret";1;0;1
"groupe-socio-culturel";1;0;1
"hydrographiques";1;0;1
"lna";1;0;1
"nord-arrats";1;0;1
"orientation-forestiere";1;0;1
"plan-de-degagement";1;0;1
"recul-trait-de-cote";1;0;1
"scene";1;0;1
"transports-deplacement";1;0;1
"voies-publiques";1;0;1
"aire-dalimentation-captages";1;0;1
"bassin-arcachon";1;0;1
"combeaute";1;0;1
"el-9";1;0;1
"mossig";1;0;1
"mvt";1;0;1
"non-domanial";1;0;1
"patrimoine-archtectural";1;0;1
"patrimoine-urbain";1;0;1
"predateur";1;0;1
"rgcs";1;0;1
"schema-des-carrieres";1;0;1
"scot-sudocuh";1;0;1
"syndicats-de-pays";1;0;1
"terrain-inonde";1;0;1
"tortues";1;0;1
"animaux-nuisibles";1;0;1
"piso";1;0;1
"plan-intemperies";1;0;1
"zone-reglemntaire";1;0;1
"zone-sismique";1;0;1
"loi-28-fevrier-2012";1;0;1
"angoumois";1;0;1
"bolinche";1;0;1
"chasses";1;0;1
"cidres";1;0;1
"conservation-faune-flore";1;0;1
"cynegetiques";1;0;1
"eaux-superficielles";1;0;1
"emprise-072";1;0;1
"isbergues";1;0;1
"lignes-de-base";1;0;1
"ouvrage-hydrolique";1;0;1
"palourde";1;0;1
"parcs-ostreicoles";1;0;1
"plui-scot-pos-sudocuh";1;0;1
"protection-troupeau";1;0;1
"risque-zones-a-risque-naturel";1;0;1
"sentier-du-littoral";1;0;1
"transport-denergie";1;0;1
"zone-economique-exclusive";1;0;1
"120-tonnes";1;0;1
"arrats";1;0;1
"carte-strategique-de-bruit";1;0;1
"ddtm-33";1;0;1
"forets-de-protection";1;0;1
"ogon-basse-vallee";1;0;1
"pecheries";1;0;1
"perimetres-de-protection";1;0;1
"pm-4";1;0;1
"pprl-baie-de-bourgneuf-aleas";1;0;1
"biche";1;0;1
"gestionnaire-130009434";1;0;1
"igg";1;0;1
"lure";1;0;1
"servitudes-t-1";1;0;1
"bords-de-route";1;0;1
"brains-sur-les-marches";1;0;1
"chemins-de-halage";1;0;1
"courcite";1;0;1
"fauchages-tardifs";1;0;1
"hardanges";1;0;1
"le-buret";1;0;1
"nuille-sur-vicoin";1;0;1
"saint-brice";1;0;1
"saint-jean-sur-erve";1;0;1
"saint-loup-du-gast";1;0;1
"saint-mars-du-desert";1;0;1
"saint-martin-de-connee";1;0;1
"saint-ouen-des-toits";1;0;1
"saint-pierre-des-nids";1;0;1
"saint-pierre-la-cour";1;0;1
"saint-pierre-sur-erve";1;0;1
"sainte-suzanne";1;0;1
"talus-routiers";1;0;1
"vautorte";1;0;1
"vieuvy";1;0;1
"villepail";1;0;1
"voutre";1;0;1
"herbus";1;0;1
"ldc";1;0;1
"pluis-plu-pos-sudocuh";1;0;1
"texte";1;0;1
"avicca";1;0;1
"l33-13";1;0;1
"rtu";1;0;1
"opendata-analytics";0;1;1
"outsourcing-de-la-connaissance";0;1;1
"bus-carcassonne-rtca";1;0;1
"aleas-pprl-talmondais";1;0;1
"gisements";1;0;1
"glissements";1;0;1
"loue";1;0;1
"regions-agricoles";1;0;1
"sotta";1;0;1
"talmont-sur-gironde";1;0;1
"tectonique";1;0;1
"aze";1;0;1
"b-11";1;0;1
"b-13";1;0;1
"beaulieu-sur-oudon";1;0;1
"brece";1;0;1
"bree";1;0;1
"canrad-marin";1;0;1
"chateau-gontier";1;0;1
"chevaigne-du-maine";1;0;1
"commer";1;0;1
"coudray";1;0;1
"couesmes-vauce";1;0;1
"daon";1;0;1
"demande-contrat-cad";1;0;1
"desertines";1;0;1
"eider";1;0;1
"ernee";1;0;1
"gorron";1;0;1
"gouf";1;0;1
"houssay";1;0;1
"ize";1;0;1
"la-baconniere";1;0;1
"la-boissiere";1;0;1
"laigne";1;0;1
"largeurs-limitees";1;0;1
"levare";1;0;1
"lhuisserie";1;0;1
"madre";1;0;1
"montsurs";1;0;1
"ognon-est";1;0;1
"olivet";1;0;1
"parigne-sur-braye";1;0;1
"perimetre-de-transports-urbains";1;0;1
"pontmain";1;0;1
"pprl-aiguillon-sur-mer-enjeux";1;0;1
"preaux";1;0;1
"saint-aubin-du-desert";1;0;1
"saint-cenere";1;0;1
"saint-ellier-du-maine";1;0;1
"saint-georges-sur-erve";1;0;1
"saint-germain-le-fouilloux";1;0;1
"saint-martin-du-limet-mayenne";1;0;1
"saint-pierre-des-landes";1;0;1
"sainte-gemmes-le-robert";1;0;1
"saulges";1;0;1
"secteur-dirrigation";1;0;1
"soulge-sur-ouette";1;0;1
"suivi-espece";1;0;1
"tonnages-limites";1;0;1
"urbanisation-limitee";1;0;1
"zone-exposee-aux-risques";1;0;1
"zone-reglementaire";1;0;1
"sankeo";1;0;1
"bal85";1;0;1
"unite-localisee-pour-linclusion-scolaire";1;0;1
"educatio";1;0;1
"petons";1;0;1
"batie";1;0;1
"chalut-pelagique";1;0;1
"consommation-fonciere";1;0;1
"esm";1;0;1
"rochebonne";1;0;1
"servitude-publique";1;0;1
"amenagement-de-rivieres";1;0;1
"boutonne";1;0;1
"croda-uniquema";1;0;1
"eau-usees";1;0;1
"eco-quartier";1;0;1
"point-de-captage";1;0;1
"polmar";1;0;1
"stations-depurations";1;0;1
"zonages-reglementaires-pprn";1;0;1
"zone-agricole-protegee";1;0;1
"zones-de-bruit";1;0;1
"chalutage";1;0;1
"environnement-paysage";1;0;1
"mouvement-de-terrains";1;0;1
"qualite-eaux";1;0;1
"risque-tehnologique";1;0;1
"scre";1;0;1
"chlore";0;1;1
"72-tonnes";1;0;1
"alose";1;0;1
"annexe-3-zones-a-risque-naturel";1;0;1
"bail-de-peche";1;0;1
"baretous";1;0;1
"baux-de-peche";1;0;1
"boeuf-du-maine";1;0;1
"camembert-de-normandie";1;0;1
"climats-de-bourgogne";1;0;1
"ddt-67";1;0;1
"deplacement-espece";1;0;1
"forets-classees";1;0;1
"lisieres";1;0;1
"massifs-forestiers";1;0;1
"peche-accidentelle";1;0;1
"petite-region-fourragere";1;0;1
"plan-paysage";1;0;1
"plan-prorgamme";1;0;1
"ppri-lay-aval-cote-de-reference";1;0;1
"servitutes";1;0;1
"vallee-aspe";1;0;1
"zone-de-cantonnement";1;0;1
"zones-actions-renforcees";1;0;1
"zones-de-surveillance";1;0;1
"budget-ouvert";0;1;1
"bureau-ouvert";0;1;1
"fitre";0;1;1
"reseau-deau";0;1;1
"barat";1;0;1
"conca";1;0;1
"juliard";1;0;1
"lamouroux";1;0;1
"limite-dpm";1;0;1
"magasin-a-poudre-et-explosifs";1;0;1
"saint-ouen";1;0;1
"scan-25";1;0;1
"securite-aeronef";1;0;1
"zic";1;0;1
"zones-dinondation-constatees";1;0;1
"zones-reglementees-dun-pprn";1;0;1
"drassm";1;0;1
"gonflement-argiles";1;0;1
"ille-et-vilaine-35";1;0;1
"loir";1;0;1
"manche-50";1;0;1
"polder";1;0;1
"polderisations";1;0;1
"script";0;1;1
"cs-classement-sonore";1;0;1
"emission-reception";1;0;1
"emprise-41";1;0;1
"expertises";1;0;1
"masses-deau";1;0;1
"non-cours-deau";1;0;1
"troncons-hydrologiques";1;0;1
"zre";1;0;1
"ab-6";1;0;1
"ab-7";1;0;1
"aires-darret";1;0;1
"ampoigne";1;0;1
"b-12";1;0;1
"b-15-c-18";1;0;1
"bruche";1;0;1
"carrefours-giratoires";1;0;1
"centre-instructeur";1;0;1
"chantrigne";1;0;1
"chemin-du-halage";1;0;1
"circulations-alternees";1;0;1
"conservation-oiseaux";1;0;1
"hauteurs-limitees";1;0;1
"id-gaspar";1;0;1
"installation-classe";1;0;1
"largeurs";1;0;1
"montourtier";1;0;1
"moyennes-journalieres-annuelles";1;0;1
"perimetre-pprl-sevre-niortaise";1;0;1
"ponctuel";1;0;1
"ronds-points";1;0;1
"routes-a-priorite-ponctuelle";1;0;1
"routes-prioritaires";1;0;1
"tables-pique-nique";1;0;1
"trafics-routiers";1;0;1
"vallee-de-la-liane";1;0;1
"zone-de-protection-speciale";1;0;1
"poire";1;0;1
"prelevements-deau";1;0;1
"ressources-en-eau";1;0;1
"rhinoplastie";0;1;1
"annexe-3-usage-des-sols";1;0;1
"bois-rond";1;0;1
"cartographie-des-cours-deau";1;0;1
"complete-fat-decimator-system";1;0;1
"fat-decimator-diet";1;0;1
"fat-decimator-diet-plan";1;0;1
"fat-decimator-diet-plan-free";1;0;1
"fat-decimator-diet-plan-free-download";1;0;1
"fat-decimator-diet-reviews";1;0;1
"fat-decimator-program";1;0;1
"fat-decimator-review";1;0;1
"fat-decimator-system-amazon";1;0;1
"fat-decimator-system-book";1;0;1
"fat-decimator-system-by-wes-virgin";1;0;1
"fat-decimator-system-ebook";1;0;1
"fat-decimator-system-pdf";1;0;1
"fat-decimator-system-recipe";1;0;1
"fat-decimator-system-review";1;0;1
"fat-decimator-wesley-virgin";1;0;1
"hydrographies";1;0;1
"information-ponctuelle";1;0;1
"installations-gaz";1;0;1
"kyle-coopers-fat-decimator-system-review";1;0;1
"livarot";1;0;1
"plan-programme";1;0;1
"pommeau";1;0;1
"pprl-aiguillon-enjeux";1;0;1
"sainte-livrade";1;0;1
"save";1;0;1
"servitude-assiette-el-9";1;0;1
"seugne";1;0;1
"valeurs-nutritionelles";1;0;1
"valeurs-nutritives";1;0;1
"vtc";1;0;1
"zone-redynamisation-urbaine";1;0;1
"annexe-1-hydrographie";1;0;1
"garons";1;0;1
"cmag";1;0;1
"ar-2";1;0;1
"contrats-cad";1;0;1
"limite-de-salure-des-eaux";1;0;1
"limite-inscription-maritime";1;0;1
"ortho-2015";1;0;1
"pm-1-2016-11-09";1;0;1
"pprl-aiguillon-sur-mer-zonage";1;0;1
"risques-technlogiques";1;0;1
"sup-2016";1;0;1
"vues-areriennes";1;0;1
"artechnology";1;0;1
"aleas-pprl-sevre-niortaise-ppr";1;0;1
"avantageux";1;0;1
"epargants";1;0;1
"epargnants";1;0;1
"fcp";1;0;1
"instabilite";1;0;1
"marche-boursier";1;0;1
"natixis-investement-managers-internaional";1;0;1
"rentabi";1;0;1
"sicav";1;0;1
"uc";1;0;1
"minitel";0;1;1
"accidents-mortels";1;0;1
"actions-complementaires";1;0;1
"deodatie";1;0;1
"eboulis";1;0;1
"phoques";1;0;1
"reposoir";1;0;1
"servitudes-de-passage";1;0;1
"sup-a-4";1;0;1
"eaux-uses";1;0;1
"infrastucture";1;0;1
"outdoor";1;0;1
"sans-fil";1;0;1
"culturepatrimoine";1;0;1
"sousquartiers";1;0;1
"donnee-publique";0;1;1
"portrait-de-territoire";0;1;1
"alea-inondation";1;0;1
"auroux";1;0;1
"chastanier";1;0;1
"cheylard-leveque";1;0;1
"fontanes";1;0;1
"hass";1;0;1
"langogne";1;0;1
"luc";1;0;1
"naussac";1;0;1
"plans-deau";1;0;1
"risque-constructions-et-ouvrages";1;0;1
"rocles";1;0;1
"saint-flour-de-mercoire";1;0;1
"systeme-depuration";1;0;1
"unites-paysageres";1;0;1
"zonage-pprl-sevre-niortaise";1;0;1
"ouverture-a-lurbanisation";1;0;1
"pacte-de-relance";1;0;1
"qqpv";1;0;1
"cessible";1;0;1
"equipements-numeriques";1;0;1
"zone-dactivite-dinteret-communautaire";1;0;1
"rencesement";1;0;1
"battues-administratives";1;0;1
"abri-bus";1;0;1
"aumonerie";1;0;1
"banquehydro";1;0;1
"equipement-social";1;0;1
"feuillu";1;0;1
"fleche";1;0;1
"foyer-social";1;0;1
"loi-biodiversite";1;0;1
"maison-de-convalescence";1;0;1
"mesures-erc";1;0;1
"mosquees";1;0;1
"pergolas";1;0;1
"personnes-ages";1;0;1
"portique";1;0;1
"potence";1;0;1
"range-velo";1;0;1
"registre-commerce-et-des-societes";1;0;1
"registre-commerce-et-societe";1;0;1
"ruelle";1;0;1
"signalisation-routiere";1;0;1
"skate-parc";1;0;1
"synagogues";1;0;1
"temples-protestant";1;0;1
"zone-commerciale";1;0;1
"pabn";1;0;1
"penn-ar-bed-numerique";1;0;1
"neural-network";0;1;1
"dauphine-libere";0;1;1
"autoproduction";1;0;1
"pompe-a-chaleur";1;0;1
"label-numerique";1;0;1
"biological-environment-habitats";1;0;1
"emprise-30034";1;0;1
"gestionnaire-11006701400032";1;0;1
"n-tr-exceptionnel";1;0;1
"saintes";1;0;1
"surface-forestiere";1;0;1
"transport-exeptionnel";1;0;1
"demenager";0;1;1
"pas-cher";0;1;1
"qbo";1;0;1
"millenial";0;1;1
"obseques";0;1;1
"orientations";1;0;1
"telefilm";1;0;1
"bassins-gestion";1;0;1
"franchissement";1;0;1
"moyenne-vallee-amont";1;0;1
"zones-de-non-traitement-znt";1;0;1
"adduction-eaux-potables";1;0;1
"intercommunalitees";1;0;1
"origine-pprl-sevre-niortaise";1;0;1
"peuplement-forestier";1;0;1
"prise-deau";1;0;1
"resineux";1;0;1
"vallats";1;0;1
"ispagnac";1;0;1
"la-malene";1;0;1
"laval-du-tarn";1;0;1
"les-vignes";1;0;1
"montbrun";1;0;1
"quezac";1;0;1
"saint-georges-de-levejac";1;0;1
"saint-rome-de-dolan";1;0;1
"sainte-enimie";1;0;1
"salicornes";1;0;1
"vegetation-sauvage";1;0;1
"ouvrage-dassainissement";1;0;1
"information-surfacique";1;0;1
"espaces-publics";1;0;1
"grandrieu";1;0;1
"la-bastide-puylaurent";1;0;1
"laval-atger";1;0;1
"pierrefiche";1;0;1
"st-bonnet-de-montauroux";1;0;1
"speedtest";1;0;1
"48-tonnes";1;0;1
"52-tonnes";1;0;1
"57-tonnes";1;0;1
"doline";1;0;1
"lit-berge-cours-deau";1;0;1
"loire-amont";1;0;1
"la-grande-motte";1;0;1
"mauguio-carnon";1;0;1
"pays-de-lor";1;0;1
"53130";1;0;1
"adduction-en-eau-potable";1;0;1
"ambrieres-les-vallees";1;0;1
"andouille";1;0;1
"argenton-notre-dame";1;0;1
"argentre";1;0;1
"aron";1;0;1
"arquenay";1;0;1
"asse-le-berenger";1;0;1
"astille";1;0;1
"athee";1;0;1
"averton";1;0;1
"bais";1;0;1
"ballee";1;0;1
"ballots";1;0;1
"bannes";1;0;1
"bazougers";1;0;1
"beaumont-pied-de-boeuf";1;0;1
"belgeard";1;0;1
"blandouet";1;0;1
"bonchamp-les-laval";1;0;1
"bouchamps-les-craon";1;0;1
"bouere";1;0;1
"bouessay";1;0;1
"boulay-les-ifs";1;0;1
"bourgon";1;0;1
"carelles";1;0;1
"chailland";1;0;1
"chammes";1;0;1
"champeon";1;0;1
"champfremont";1;0;1
"champgeneteux";1;0;1
"charchigne";1;0;1
"chatelain";1;0;1
"chatillon-sur-colmont";1;0;1
"chatres-la-foret";1;0;1
"chemaze";1;0;1
"chemere-le-roi";1;0;1
"cherance";1;0;1
"colombiers-du-plessis";1;0;1
"congrier";1;0;1
"contest";1;0;1
"cosmes";1;0;1
"cosse-en-champagne";1;0;1
"cosse-le-vivien";1;0;1
"couptrain";1;0;1
"courbeveille";1;0;1
"craon";1;0;1
"crennes-sur-fraubee";1;0;1
"cuille";1;0;1
"denaze";1;0;1
"deux-evailles";1;0;1
"emmaus";1;0;1
"entrammes";1;0;1
"epineux-le-seguin";1;0;1
"ex-voies-ferrees";1;0;1
"fontaine-couverte";1;0;1
"fougerolles-du-plessis";1;0;1
"fromentieres";1;0;1
"gesnes";1;0;1
"gesvres";1;0;1
"grazay";1;0;1
"grez-en-bouere";1;0;1
"hambers";1;0;1
"herce";1;0;1
"javron-les-chapelles";1;0;1
"jublains";1;0;1
"juvigne";1;0;1
"la-bazouge-de-chemere";1;0;1
"la-bazouge-des-alleux";1;0;1
"la-bigottiere";1;0;1
"la-brulatte";1;0;1
"la-chapelle-anthenaise";1;0;1
"la-chapelle-au-riboul";1;0;1
"la-chapelle-craonnaise";1;0;1
"la-chapelle-rainsouin";1;0;1
"la-croixille";1;0;1
"la-cropte";1;0;1
"la-doree";1;0;1
"la-gravelle";1;0;1
"la-haie-traversaine";1;0;1
"la-pallu";1;0;1
"la-pellerine";1;0;1
"la-roe";1;0;1
"la-rouaudiere";1;0;1
"landivy";1;0;1
"larchamp";1;0;1
"laubrieres-et-gastines";1;0;1
"launay-villiers";1;0;1
"le-bignon-du-maine";1;0;1
"le-bourgneuf-la-foret";1;0;1
"le-genest-saint-isle";1;0;1
"le-ham-mayenne";1;0;1
"le-horps";1;0;1
"le-housseau-bretignolles";1;0;1
"le-pas";1;0;1
"le-ribay";1;0;1
"lesbois";1;0;1
"livet";1;0;1
"livre-la-touche";1;0;1
"loigne-sur-mayenne";1;0;1
"loiron";1;0;1
"longuefuye";1;0;1
"loupfougeres";1;0;1
"louverne";1;0;1
"louvigne";1;0;1
"maisoncelles-du-maine";1;0;1
"marcille-la-ville";1;0;1
"marigne-peuton";1;0;1
"martigne-sur-mayenne";1;0;1
"mee";1;0;1
"menil";1;0;1
"meral";1;0;1
"meslay-du-maine";1;0;1
"mezangers";1;0;1
"montaudin";1;0;1
"montenay";1;0;1
"montflours";1;0;1
"montigne-le-brillant";1;0;1
"montjean";1;0;1
"montreuil-poulay";1;0;1
"moulay";1;0;1
"neau";1;0;1
"neuilly-le-vendin";1;0;1
"niafles";1;0;1
"oisseau";1;0;1
"origne";1;0;1
"parne-sur-roc";1;0;1
"peuton";1;0;1
"pommerieux";1;0;1
"port-brillet";1;0;1
"ravigny";1;0;1
"renaze";1;0;1
"rennes-en-grenouilles";1;0;1
"ruille-froid-fonds";1;0;1
"ruille-le-gravelais";1;0;1
"sace";1;0;1
"saint-aignan-de-couptrain";1;0;1
"saint-aignan-sur-roe";1;0;1
"saint-aubin-fosse-louvain";1;0;1
"saint-baudelle";1;0;1
"saint-berthevin";1;0;1
"saint-berthevin-la-tanniere";1;0;1
"saint-calais-du-desert";1;0;1
"saint-charles-la-foret";1;0;1
"saint-christophe-du-luat";1;0;1
"saint-cyr-en-pail";1;0;1
"saint-cyr-le-gravelais";1;0;1
"saint-denis-de-gastines";1;0;1
"saint-denis-du-maine";1;0;1
"saint-erblon";1;0;1
"saint-fort";1;0;1
